# Hexamer frequencies for file/nfs/wol2/people/elena/ecoli/m52rna.fas
# 
#  LOG2 [P(c1,c2)] = LOG2 [ P(x x+1 x+2, x+3 x+4 x+5)] joint probabilities
# 
#  64 x 64 table ***  c(x,y,x) = x*16 + y*4 + z 
#  row = c1 (0,...,63)
#  col = c2 (0,...,63) 
------------------------------------------------------------------------------------
-15.2965 -12.4891 -12.2965 -11.2965 -12.4891 -13.7115 -999999999.9900 -11.9745 -10.4385 -11.2965 -12.4891 -999999999.9900 -15.2965 -11.7115 -11.4891 -11.4891 -12.4891 -11.4891 -11.2965 -12.4891 -12.4891 -11.2090 -10.2521 -999999999.9900 -11.3896 -12.4891 -11.4891 -999999999.9900 -15.2965 -12.2965 -10.9041 -12.2965 -10.1672 -12.2965 -10.8370 -999999999.9900 -11.5960 -11.3896 -10.4385 -12.1265 -12.4891 -10.4891 -12.9745 -12.4891 -12.4891 -12.2965 -10.7729 -12.4891 -999999999.9900 -11.3896 -14.2965 -999999999.9900 -10.7729 -10.6526 -12.2965 -12.9745 -12.4891 -10.4891 -12.2965 -12.4891 -12.4891 -12.4891 -11.3896 -999999999.9900 
-12.2965 -12.4891 -12.4891 -999999999.9900 -11.3896 -999999999.9900 -12.4891 -12.4891 -15.2965 -14.2965 -10.2965 -15.2965 -999999999.9900 -11.4891 -999999999.9900 -12.4891 -15.2965 -14.2965 -12.1265 -12.4891 -11.2090 -12.4891 -10.9745 -12.4891 -10.0110 -14.2965 -10.3423 -10.1672 -999999999.9900 -999999999.9900 -10.8370 -10.4891 -15.2965 -14.2965 -12.1265 -10.8370 -15.2965 -12.1265 -11.3896 -12.1265 -11.3896 -11.1265 -11.4891 -10.9041 -14.2965 -10.9745 -15.2965 -10.9745 -999999999.9900 -12.2965 -12.4891 -12.4891 -10.7729 -12.1265 -10.9041 -15.2965 -10.4385 -10.4385 -10.8370 -12.2965 -15.2965 -12.4891 -12.4891 -15.2965 
-11.4891 -10.9041 -10.6526 -15.2965 -999999999.9900 -10.9041 -11.4891 -12.2965 -11.2965 -15.2965 -11.2965 -10.9041 -12.4891 -14.2965 -11.3896 -999999999.9900 -12.2965 -11.4891 -10.8370 -11.3896 -12.4891 -11.3896 -15.2965 -10.8370 -10.6526 -11.4891 -10.4891 -9.6526 -12.2965 -12.2965 -11.8370 -11.8370 -11.3896 -12.4891 -11.4891 -999999999.9900 -11.5960 -10.8370 -9.7729 -10.7115 -11.0485 -12.1265 -11.2965 -10.4891 -10.8370 -11.3896 -10.5416 -10.0870 -12.4891 -11.4891 -11.4891 -999999999.9900 -10.9041 -11.0485 -10.4385 -15.2965 -12.2965 -10.8370 -10.8370 -11.9745 -12.2965 -12.4891 -12.4891 -12.4891 
-15.2965 -15.2965 -999999999.9900 -999999999.9900 -999999999.9900 -9.8046 -11.3896 -12.4891 -999999999.9900 -11.8370 -12.1265 -15.2965 -999999999.9900 -999999999.9900 -12.4891 -11.3896 -10.4891 -999999999.9900 -11.2090 -999999999.9900 -11.9745 -10.9041 -10.8370 -10.5416 -15.2965 -12.1265 -11.2090 -11.4891 -999999999.9900 -15.2965 -11.7115 -15.2965 -11.4891 -14.2965 -12.4891 -12.1265 -12.2965 -11.4891 -11.3896 -12.4891 -12.2965 -10.4891 -10.8370 -12.2965 -15.2965 -12.2965 -12.4891 -10.4891 -999999999.9900 -12.4891 -12.4891 -999999999.9900 -12.7115 -11.4891 -12.4891 -999999999.9900 -10.4385 -15.2965 -11.5960 -999999999.9900 -999999999.9900 -14.2965 -999999999.9900 -15.2965 
-12.4891 -999999999.9900 -12.2965 -12.4891 -999999999.9900 -12.4891 -999999999.9900 -999999999.9900 -15.2965 -11.4891 -11.5960 -999999999.9900 -999999999.9900 -999999999.9900 -11.4891 -999999999.9900 -12.2965 -10.4891 -11.4891 -11.9745 -12.2965 -999999999.9900 -11.8370 -999999999.9900 -12.4891 -15.2965 -10.9041 -11.4891 -11.3896 -999999999.9900 -11.4891 -999999999.9900 -14.2965 -15.2965 -14.2965 -999999999.9900 -12.4891 -11.3896 -999999999.9900 -14.2965 -11.4891 -12.4891 -11.8370 -10.7729 -999999999.9900 -14.2965 -12.4891 -12.4891 -12.4891 -999999999.9900 -999999999.9900 -15.2965 -11.2090 -11.4891 -999999999.9900 -12.4891 -999999999.9900 -11.4891 -13.7115 -999999999.9900 -999999999.9900 -15.2965 -12.2965 -999999999.9900 
-11.9745 -12.4891 -11.1265 -999999999.9900 -15.2965 -11.7115 -13.7115 -12.4891 -13.7115 -10.4891 -10.2521 -11.8370 -999999999.9900 -12.4891 -11.1265 -15.2965 -14.2965 -11.7115 -11.4891 -999999999.9900 -10.9745 -15.2965 -10.9041 -11.9745 -10.5960 -11.3896 -11.9745 -12.4891 -999999999.9900 -15.2965 -12.4891 -11.0485 -10.9041 -11.3896 -11.0485 -12.4891 -12.4891 -10.0870 -15.2965 -999999999.9900 -11.2090 -11.2090 -11.2965 -11.0485 -12.2965 -15.2965 -10.5416 -12.4891 -999999999.9900 -999999999.9900 -12.9745 -999999999.9900 -12.2965 -11.7115 -11.3896 -999999999.9900 -11.3896 -11.1265 -11.4891 -999999999.9900 -12.4891 -11.4891 -11.2090 -10.4891 
-11.3896 -13.2965 -11.3896 -12.2965 -14.2965 -11.0485 -11.3896 -999999999.9900 -12.2965 -12.2965 -12.2965 -12.4891 -12.2965 -12.4891 -11.4891 -999999999.9900 -999999999.9900 -13.7115 -11.4891 -12.4891 -11.7115 -999999999.9900 -11.4891 -11.9745 -11.4891 -12.9745 -13.2965 -12.2965 -14.2965 -12.2965 -11.4891 -11.5960 -11.5960 -12.9745 -10.9041 -12.4891 -13.7115 -12.1265 -10.0870 -12.4891 -11.3896 -15.2965 -10.8370 -12.2965 -11.3896 -11.4891 -10.4385 -12.4891 -15.2965 -12.4891 -13.7115 -12.1265 -12.4891 -12.4891 -11.5960 -999999999.9900 -999999999.9900 -11.3896 -11.7115 -999999999.9900 -11.4891 -12.4891 -10.9745 -15.2965 
-999999999.9900 -12.4891 -12.2965 -11.4891 -999999999.9900 -999999999.9900 -12.2965 -12.4891 -999999999.9900 -999999999.9900 -12.4891 -999999999.9900 -11.4891 -12.4891 -15.2965 -999999999.9900 -11.4891 -999999999.9900 -11.1265 -12.9745 -12.2965 -15.2965 -11.2965 -10.9745 -12.4891 -12.4891 -11.7115 -999999999.9900 -15.2965 -999999999.9900 -14.2965 -999999999.9900 -10.8370 -11.2965 -11.4891 -999999999.9900 -12.4891 -10.4891 -10.4385 -15.2965 -10.4891 -12.4891 -10.4385 -11.0485 -13.7115 -15.2965 -12.1265 -11.1265 -15.2965 -12.2965 -15.2965 -12.4891 -14.2965 -999999999.9900 -11.8370 -999999999.9900 -999999999.9900 -11.8370 -11.4891 -12.2965 -999999999.9900 -12.2965 -12.4891 -12.7115 
-999999999.9900 -999999999.9900 -12.4891 -12.2965 -999999999.9900 -10.8370 -11.7115 -11.3896 -12.4891 -10.5416 -10.9041 -10.7729 -11.9745 -999999999.9900 -10.9041 -12.4891 -999999999.9900 -11.2965 -10.8370 -15.2965 -11.4891 -11.4891 -12.4891 -15.2965 -12.4891 -12.7115 -12.2965 -999999999.9900 -999999999.9900 -11.4891 -11.1265 -15.2965 -10.9041 -999999999.9900 -14.2965 -10.7729 -9.9041 -12.1265 -11.7115 -15.2965 -11.1265 -11.7115 -10.9041 -12.9745 -11.0485 -13.7115 -999999999.9900 -11.3896 -12.4891 -11.4891 -12.4891 -999999999.9900 -999999999.9900 -999999999.9900 -13.7115 -12.4891 -11.3896 -12.2965 -12.2965 -11.2090 -999999999.9900 -12.2965 -12.4891 -14.2965 
-12.2965 -12.1265 -11.2090 -999999999.9900 -14.2965 -11.2090 -10.5960 -11.4891 -13.7115 -10.4891 -11.1265 -10.9745 -999999999.9900 -11.1265 -11.9745 -999999999.9900 -15.2965 -11.8370 -11.2090 -10.5960 -12.4891 -11.3896 -12.2965 -13.7115 -11.1265 -11.9745 -999999999.9900 -999999999.9900 -999999999.9900 -12.2965 -10.4891 -12.1265 -10.6526 -10.2965 -999999999.9900 -12.2965 -10.0110 -11.0485 -12.2965 -13.7115 -11.3896 -11.8370 -10.8370 -10.0870 -11.4891 -11.3896 -10.9041 -11.2965 -10.1672 -999999999.9900 -12.7115 -12.4891 -9.7115 -12.7115 -11.1265 -12.2965 -11.8370 -12.1265 -9.8046 -999999999.9900 -12.2965 -12.9745 -10.3423 -999999999.9900 
-11.2090 -11.4891 -10.8370 -12.2965 -13.2965 -11.4891 -12.2965 -999999999.9900 -12.4891 -11.3896 -11.3896 -999999999.9900 -12.4891 -999999999.9900 -11.3896 -12.4891 -11.4891 -11.0485 -12.1265 -11.5960 -12.2965 -11.7115 -11.4891 -11.2090 -10.0485 -11.3896 -11.3896 -10.4385 -11.1265 -999999999.9900 -10.3423 -11.2090 -10.4385 -15.2965 -11.8370 -15.2965 -15.2965 -12.1265 -11.3896 -12.1265 -10.1265 -12.2965 -9.6526 -12.7115 -11.3896 -11.8370 -10.2090 -11.8370 -11.2090 -11.9745 -10.4385 -12.2965 -11.7115 -11.0485 -11.7115 -13.2965 -11.2090 -10.8370 -9.9745 -10.9041 -9.7729 -10.5960 -10.4891 -999999999.9900 
